text_en,text_de,text_fr,text_es,intent,intent_index
Add I Almost Lost My Mind to my bossa nova dinner playlist.,Fügen Sie I Almost Lost My Mind zu meiner Bossa nova Dinner Playlist hinzu.,Ajouter I Almost Lost My Mind à ma playlist bossa nova dinner.,Añadir I Almost Perder Mi Mind a mi bossa nova dinner playlist.,AddToPlaylist,0
For the playlist running power add the name The Best Is Yet to Come,Für die Wiedergabeliste running power den Namen The Best Is Yet zu Come hinzufügen,Pour la tondeuse running playlist ajouter la name Le Meilleur Is Yet à Come,Para el playlist running power add el name El mejor Is Yet para venir,AddToPlaylist,0
add the essential jacksons to my Perfect Concentration,fügen Sie die Essential Jacksons zu meiner perfekten Konzentration hinzu,ajouter les jackson essential à ma concentration parfaite,add los essentiales jacksons a mi campaña del año 1985,AddToPlaylist,0
Add an abrar ul haq track to my playlist Soul Lounge,Füge einen abrar ul haq Track zu meiner Playlist Soul Lounge hinzu,Ajouter un abrar ul haq track à ma playlist Soul Lounge,Añadir an UL haq track a mi lista de reproducción Soul Lounge,AddToPlaylist,0
put this album on my conexiones list,put dieses album auf meine conexiones list,put cet album sur mon list conexiones,Pon este album en mi lista.,AddToPlaylist,0
put Kids of the Black Hole onto my 90s por siempre playlist,put Kids of the Black Hole onto my 90s por esmpre playlist,put Kids of the Black Hole ao my 90s por siempre playlist,put Kids of the Black Hole onto mi playlist de los 90s por flac,AddToPlaylist,0
Add judge jules to instrumental study,Judge Jules zu instrumentaler Study hinzufügen,Ajouter des judge jules à l'étude instrumentale,Añadir judge jules a los sementales instrumentales,AddToPlaylist,0
Add to ila's playlist A Mi Manera Recopilatorio the name my heart stood still,Zu ilas Playlist hinzufügen A Mi Manera Recopilatorio der Name mein heart stood still,Ajouter à la liste de lecture de l'ila A Mi Manera Recopilatorio le name mon heart stood still,Añadir a la lista de reproducción de ila A Mi Manera Recopilatorio el name mi corazón stood still,AddToPlaylist,0
Add a tune to my this is marc anthony playlist,Fügen Sie ein tune zu meinem Dies ist marc anthony Playlist,Ajoute une tune à ma liste de lecture marc anthony,Añadir un tune a mi esto es marc anthony playlist,AddToPlaylist,0
Add histoires sans paroles to my Women of K-Pop list,Meine Frauen der K-Pop-Liste mit Bewährungsstrafen versehen,J'ajoute sans évocation à mes Femmes de K-Pop list,Añadir histoires sans paroles a mi lista de mujeres de K-Pop,AddToPlaylist,0
"I want to add george formby, jr to the family favorites playlist","Ich möchte george formby hinzufügen, jr zur family favorites playlist","Je veux ajouter george formby, jr à la liste des favoris de la famille","Quiero add George formby, jr a la lista de favoritos de family",AddToPlaylist,0
add adele onto funtime activity playlist,Adele onto funtime activity playlist hinzufügen,ajouter une playlist adele ao funtime,add adele onto funtime activity playlist,AddToPlaylist,0
Add another tune to my Trance Life playlist.,Fügen Sie another tune zu meiner Trance Life-Playlist hinzu.,Ajoutez another tune à ma playlist Trance Life.,Añade un poco más de tune a mi playlist de Trance Life.,AddToPlaylist,0
Please add Iris DeMent to my playlist this is selena,"Bitte füge Iris DeMent zu meiner Playlist hinzu, dies ist Selena",S'il vous plaît ajouter Iris DeMent à ma playlist,Please add Iris DeMent a mi playlist esta es Selena,AddToPlaylist,0
Add another tune to my Pumping Iron playlist.,Fügen Sie another tune zu meiner Pumping Iron Playlist hinzu.,Ajoutez de l'another tune à ma liste de lecture Pumping Iron.,Añade un poco más de tune a mi playlist de Pumping Iron.,AddToPlaylist,0
Add this album to sheri's playlist journey,Fügen Sie dieses album zu sheris playlist journey,Ajouter cet album à la playlist de sheri,Añade este album a la lista de juegos de sheri,AddToPlaylist,0
add this artist to disco fever playlist,addieren Sie diesen Künstler zu disco fever playlist,ajouter cet artiste à disco fever playlist,add este artista a disco fever playlist,AddToPlaylist,0
Add the artist tom cochrane to new york groove,Hinzufügen der Artist tom cochrane zu neuen york groove,Ajouter le tom cochrane artiste à new york groove,Añadir el artista tom cochrane a Nueva York groove,AddToPlaylist,0
Add Sabrina Salerno to the Grime Instrumentals playlist,Sabrina Salerno zur Spielliste der Grime Instrumentals hinzufügen,Ajouter Sabrina Salerno à la playlist Grime Instrumentals,Añadir Sabrina Salerno a la lista de reproducción Grime Instrumentals,AddToPlaylist,0
Add to playlist Confidence Boost Here Comes Santa Claus,Zur Playlist hinzufügen Confidence Boost Here Comes Santa Claus,Ajouter à la playlist Confidence Boost Here Comes Père Noël,Añadir a la lista de reproducción Confidencial Boost Here Comes Santa Claus,AddToPlaylist,0
add Deus Deceptor to Dance Workout,Deus Deceptor zum Dance Workout hinzufügen,ajouter Deus Deceptor à Dance Workout,add Deus Deceptor a Dance Workout,AddToPlaylist,0
Add a Tom Thacker tune to my rock classics,Füge einen Tom Thackernde zu meinen Rock-Klassikern hinzu,Ajoutez une toune Tom Thacker à mes cours de rock,Añadir un Tom Thacker tune a mi rock classics,AddToPlaylist,0
Place Raise Your Fist onto year in metal 2016.,Platz Erhöhen Sie Ihre Faust auf Jahr in metal 2016.,Placez votre Fist ao year dans metal 2016.,Place Raise Your Fist onto year en metal 2016.,AddToPlaylist,0
add this artist to spring music,addieren Sie diesen Künstler zu spring music,ajouter cet artiste à la musique,add este artista a la música de sring,AddToPlaylist,0
Add Kloden drejer to my listas de éxitos playlist,Kloden drejer zu meiner listas de éxitos playlist hinzufügen,Ajouter Kloden drejer à ma liste de lecture,Añadir Kloden drejer a mi lista de reproducción de la lista de canciones,AddToPlaylist,0
Add Marianne Faithfull to june's Hillary Clinton's Women's History Month Playlist.,Fügen Sie Marianne Faithfull zu Juni Hillary Clintons Women's History Month Playlist hinzu.,Ajouter Mariane Faithfull à Hillary Clinton's History Month Playlist.,Añada Marianne Faithfull a la lista de reproducción de Hillary Clinton's Women's History Month de junio.,AddToPlaylist,0
Add another track to my Catch 'Em All playlist.,Fügen Sie another track zu meiner Catch 'Em All Playlist hinzu.,Ajoutez another track à ma liste de lecture Catch 'Em All.,Añade un poco más de track a mi lista de juegos de Catch 'Em All.,AddToPlaylist,0
Add Omoide wa Okkusenman to an instrumental sunday,Omoide wa Okkusenman zu einem instrumentalen Sunday hinzufügen,Ajouter Omoide wa Okkusenman à un dimanche instrumental,Añadir Omoide wa Okkusenman a an instrumental sunday,AddToPlaylist,0
Add a track to my classical feast playlist.,Fügen Sie einen Track zu meiner klassischen Feast Playlist hinzu.,Ajoutez une track à ma playlist fée classique.,Agregue un track a mi lista de playlist classical feast.,AddToPlaylist,0
Add Sam Moore to lo mejor de los 00's,Sam Moore zu lo mejor de los 00's hinzufügen,Ajouter Sam Moore à lo mejor de los 00's,Añadir Sam Moore a lo mejor de los 00's,AddToPlaylist,0
add tune to my this is john williams playlist,addtiere zu meinem das ist johnen williams playlist,ajouter tune à mon ceci est john williams playlist,Add Tune a mi este es John Williams playlist,AddToPlaylist,0
Please put an album by Joseph Meyer on my POP GOES THE 80s playlist,Please put ein Album von Joseph Meyer auf meine POP GOES DIE 80er Jahre Playlist,S'il vous plaît tapez un album de Joseph Meyer sur ma playlist POP GOES THE 80s,Please put an album by Joseph Meyer on my POP GOES THE 80's playlist,AddToPlaylist,0
add ojuelegba to trabajo ritmos dance,hinzufügen ojuelegba zu trabajo ritmos dance,ajouter ojuelegba à trabajo ritmos dance,danza add ojuelegba a trabajo,AddToPlaylist,0
Include Kunnon syy in my Trap Land playlist.,Include Kunnon syy in meiner Trap Land Playlist.,Include Kunnon syy dans ma playlist Trap Land.,Include Kunnon syy en mi lista de juegos de Trap Land.,AddToPlaylist,0
Put an inyección musical track in the nanette's playlist.,Put ein inyección musical track in der playlist der nanette.,Put an inyección musical track dans la playlist de la nanette.,Track musical en la lista de tocadiscos de Nanette.,AddToPlaylist,0
I want to add a tune by Damon Johnson to my frescura indie playlist,Ich möchte eine von Damon Johnson zu meiner frescura indie playlist hinzufügen,Je veux ajouter une tune de Damon Johnson à ma playlist frescura indie,Quiero agregar un tune de Damon Johnson a mi lista de playlist.,AddToPlaylist,0
add Puzzles Like You in my playlist Reggae,Add Puzzles Like You in meiner Playlist Reggae,ajouter Puzzles Like You dans ma playlist Reggae,add Puzzles Like You en mi lista de reproducción Reggae,AddToPlaylist,0
add xsuie in Your Favorite Coffeehouse,xsuie in Ihr Favorite Coffeehouse hinzufügen,ajouter xsuie dans votre Coffeehouse Favorite,add xsuie en Your Favorite Coffeehouse,AddToPlaylist,0
Add Tsubasa Imai to my Another Glass playlist,Tsubasa Imai zu meiner Another Glass Playlist hinzufügen,Ajouter Tsubasa Imai à ma playlist Another Glass,Añadir Tsubasa Imai a mi lista de reproducción de Another Glass,AddToPlaylist,0
add this artist to my Guilty Pleasures playlist,Fügen Sie diesen Künstler zu meiner Guilty Pleasures Playlist hinzu,ajouter cet artiste à ma playlist Guilty Pleasures,add este artista a mi lista de juegos Guilty Pleasures,AddToPlaylist,0
add heresy and the hotel choir to the evening acoustic playlist,Fügen Sie Heresy und das Hotel Choir in die evening acoustic Playlist,ajouter l'heresy et l'hôtel ISS à la playlist acoustique evening,add herejía y la elección del hotel a la lista de juegos evening acoustic,AddToPlaylist,0
Add singing in the trees to rena's Lo mejor de Radio 3 playlist.,Fügen Sie das Singen in den Trees zu Renas Lo mejor de Radio 3 Playlist hinzu.,Ajoutez le chant dans les trees à la playlist Lo mejor de Radio 3 de Rena.,Agregue singing en los tres a la playlist de lo mejor de radio 3 derena.,AddToPlaylist,0
Include Jesper Kyd in the Grime Instrumentals playlist,Include Jesper Kyd in der Grime Instrumentals Playlist,Include Jesper Kyd dans la playlist Grime Instrumentals,Include Jesper Kyd en la lista de playlist de Grime Instrumentals,AddToPlaylist,0
add Devil Pray to my party list,Devil Pray zu meiner Partyliste hinzufügen,ajouter Devil Pray à mon party list,add Devil Pray a mi lista party,AddToPlaylist,0
add ivan mane jarnowick to Fusion Fest,ivan mane jarnowick zu Fusion Fest hinzufügen,ajouter ivan mane jarnowick à Fusion Fest,add ivan mane jarnowick a Fusion Fest,AddToPlaylist,0
Add a jacob miller album to my Hardcore Punk playlist.,Füge ein Jacob-Miller-Album zu meiner Hardcore Punk-Playlist hinzu.,Ajoutez un album jacob miller à ma playlist Hardcore Punk.,Añade un jacob miller album a mi playlist Hardcore Punk.,AddToPlaylist,0
Add Jamaica Say You Will  to my metal,"Fügen Sie Jamaica Sag, dass Sie zu meinem Metal",Ajouter Jamaica Say Vous voulez à ma metale,Añadir Jamaica Say You Will a mi metal,AddToPlaylist,0
Add Shooter Jennings to the All Out 70s playlist.,Fügen Sie Shooter Jennings zur Playlist All Out 70s hinzu.,Ajouter Shooter Jennings à la liste de lecture All Out 70s.,Añadir Shooter Jennings a la lista de playlist All Out 70s.,AddToPlaylist,0
The Sleep Machine Rainforest playlist needs another tune,Die Sleep Machine Rainforest Playlist muss another tune,The Sleep Machine Rainforest playlist needs another tune,La máquina de dormir Rainforest playlist needs another tune,AddToPlaylist,0
add joan wasser to running playlist,Joan wasser zur Running-Playlist hinzufügen,ajouter joan wasser à la liste de lecture running,add Joan Wasser a running playlist,AddToPlaylist,0
Add seek & destroy to Sin Ti playlist,seek & destroy zu Sin Ti playlist hinzufügen,Ajouter seek & détruire à la playlist Sin Ti,Añadir seek & destroy a Sin Ti playlist,AddToPlaylist,0
Add artist Matt Noveskey to journey,Artist Matt Noveskey zu journey hinzufügen,Ajouter l'artiste Matt Noveskey à journey,Añadir el artista Matt Noveskey a viaje,AddToPlaylist,0
add Sara Carter to my Nothing But A Party R&B,Sara Carter zu meinem Nothing But A Party R&B hinzufügen,ajouter Sara Carter à mon rien mais une R&B Party,add Sara Carter a mi Nothing But A Party R&B,AddToPlaylist,0
I want novena on a nocturn added to the playlist called Gold Edition,"Ich wollte novena auf eine nacht hinzugefügt, um die playlist called Gold Edition",Je veux novana sur une nocturne ajoutée à la liste de lecture called Gold Edition,Yo quiero el noveno en un noctturn added a la playlist called Gold Edition,AddToPlaylist,0
add count von cosels obsession to Jazzy Romance,hinzufügen count von cosels obsession zu Jazzy Romance,ajouter le compte von corsel obsession à Jazzy Romance,add conde von cosels obsession to Jazzy Romance,AddToPlaylist,0
please add this Rex Griffin tune to the Steampunk playlist,please füge diese Rex Griffin tune zur Steampunk-Playlist hinzu,pliase ajouter cette Tune Rex Griffin à la playlist Steampunk,please add este túne Rex Griffin a la playlist Steapunk,AddToPlaylist,0
marcia carolus rex should get added to my Women of SXSW playlist,marcia carolus rex should get added to my Women of SXSW playlist,marcia carolus rex should get ajouté à ma liste de lecture Women of SXSW,marcia carolus rex should conseguir added a mi mujer de SXSW playlist,AddToPlaylist,0
add this album by don reno to my playlist named indiespain,Füge dieses Album von don reno zu meiner Playlist named indiespain hinzu,ajouter cet album par don reno à ma playlist named indiespain,add este album de don reno a mi lista de reproducción named indiespain,AddToPlaylist,0
For my Crossfit playlist add The Soul Sessions Volume 2,Für meine Crossfit-Playlist hinzufügen Die Soul-Sitzungen,Pour ma playlist Crossfit ajouter The Soul Sessions Volume 2,Para mi playlist de Crossfit add The Soul Sessions Volume 2,AddToPlaylist,0
Add camille to the This Is Lady Antebellum playlist,Fügen Sie die Camille der Spielliste This Is Lady Antebellum hinzu,Ajouter camille à la liste de lecture This Is Lady Antebellum,Añadir Camille a la lista de reproducción This Is Lady Antebellum,AddToPlaylist,0
add jeanette to extreme metal workout,Jeanette zu extreme metal workout hinzufügen,ajouter la jeanette à la séance d'entraînement de extreme metal,add jeanette a extreme metal workout,AddToPlaylist,0
add Sirusho to the 50 Clásicos playlist,Sirusho zur 50 Clásicos-Spielliste hinzufügen,ajouter Sirusho à la liste de lecture des 50 Clásicos,add Sirusho a la lista de 50 clásicos,AddToPlaylist,0
